Ship,Mode,Segment,Country,City,State,Postal,Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
Standard,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Office,Supplies,Fasteners,18.84,5,,
Standard,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Furniture,Chairs,362.25,6,0.3,,
Standard,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Furniture,Furnishings,63.552,6,0.6,,
Standard,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Office,Supplies,Storage,129.552,3,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Binders,2.244,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Phones,861.76,,
Standard,Class,Corporate,United,States,Revere,Massachusetts,2151,East,Office,Supplies,Storage,66.96,4,0,,
Standard,Class,Corporate,United,States,Revere,Massachusetts,2151,East,Office,Supplies,Binders,6.24,2,0,,
Standard,Class,Corporate,United,States,Chico,California,95928,West,Furniture,Chairs,435.168,4,0.2,-59.8356,,
Standard,Class,Corporate,United,States,Chico,California,95928,West,Office,Supplies,Fasteners,14.9,5,0,,
Standard,Class,Corporate,United,States,Chico,California,95928,West,Office,Supplies,Appliances,15.8,4,0,,
Standard,Class,Corporate,United,States,Chico,California,95928,West,Furniture,Furnishings,72.9,5,0,26.973,,
Standard,Class,Corporate,United,States,Chico,California,95928,West,Furniture,Tables,206.352,3,0.2,5.1588,,
Standard,Class,Corporate,United,States,Chico,California,95928,West,Technology,Phones,7.992,1,0.2,2.6973,,
Second,Class,Corporate,United,States,Miramar,Florida,33023,South,Office,Supplies,Storage,81.36,5,0.2,,
Second,Class,Corporate,United,States,Miramar,Florida,33023,South,Office,Supplies,Binders,20.232,8,0.7,,
Second,Class,Corporate,United,States,Miramar,Florida,33023,South,Office,Supplies,Appliances,389.056,4,0.2,,
Second,Class,Corporate,United,States,Miramar,Florida,33023,South,Office,Supplies,Paper,20.736,4,0.2,,
Second,Class,Corporate,United,States,Miramar,Florida,33023,South,Office,Supplies,Paper,41.472,8,0.2,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90049,West,Office,Supplies,Paper,33.36,4,,
First,Class,Corporate,United,States,Denver,Colorado,80219,West,Furniture,Bookcases,90.882,3,0.7,-190.8522,,
First,Class,Corporate,United,States,Denver,Colorado,80219,West,Technology,Phones,15.992,1,0.2,-2.9985,,
First,Class,Corporate,United,States,Denver,Colorado,80219,West,Furniture,Chairs,120.784,1,0.2,13.5882,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,519.792,4,0.4,-112.6216,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.176,3,0.2,-5.4558,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Paper,10.368,2,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,2.724,2,0.7,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,254.352,3,0.2,0,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,3.762,3,0.7,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Paper,10.272,3,0.2,,
Standard,Class,Consumer,United,States,Jackson,Mississippi,39212,South,Technology,Phones,659.97,3,0,197.991,,
Standard,Class,Consumer,United,States,Jackson,Mississippi,39212,South,Technology,Phones,113.73,3,0,32.9817,,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90045,West,Office,Supplies,Binders,5.104,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Paper,16.448,2,0.2,,
First,Class,Consumer,United,States,Clifton,New,Jersey,7011,East,Office,Supplies,Appliances,81.92,4,,
First,Class,Consumer,United,States,Clifton,New,Jersey,7011,East,Furniture,Furnishings,254.9,5,0,,
Second,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Fasteners,15.12,5,0.2,,
Second,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Art,7.872,3,0.2,,
First,Class,Consumer,United,States,Seattle,Washington,98115,West,Office,Supplies,Binders,8.32,5,0.2,,
Second,Class,Consumer,United,States,Long,Beach,New,York,11561,East,Technology,Phones,89.95,5,,
Standard,Class,Home,Office,United,States,Sheboygan,Wisconsin,53081,Central,Office,Supplies,Labels,25.2,4,,
Standard,Class,Home,Office,United,States,Sheboygan,Wisconsin,53081,Central,Office,Supplies,Labels,37.59,3,,
Standard,Class,Home,Office,United,States,Sheboygan,Wisconsin,53081,Central,Office,Supplies,Storage,14.97,1,,
Standard,Class,Home,Office,United,States,Sheboygan,Wisconsin,53081,Central,Technology,Accessories,1.98,2,0,,
First,Class,Consumer,United,States,Boca,Raton,Florida,33433,South,Office,Supplies,Binders,39.936,4,,
First,Class,Consumer,United,States,Boca,Raton,Florida,33433,South,Technology,Accessories,18.464,2,0.2,,
Second,Class,Consumer,United,States,Aurora,Colorado,80013,West,Office,Supplies,Binders,4.896,3,0.7,,
Second,Class,Consumer,United,States,Aurora,Colorado,80013,West,Furniture,Bookcases,145.764,6,0.7,-247.7988,,
Second,Class,Consumer,United,States,Aurora,Colorado,80013,West,Office,Supplies,Binders,9.612,6,0.7,,
First,Class,Home,Office,United,States,San,Diego,California,92037,West,Technology,Accessories,199.75,5,,
First,Class,Home,Office,United,States,San,Diego,California,92037,West,Furniture,Tables,1673.184,12,,
First,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,12.18,7,0,3.8976,,
First,Class,Corporate,United,States,Seattle,Washington,98105,West,Office,Supplies,Appliances,57.68,4,0,,
Standard,Class,Consumer,United,States,Dubuque,Iowa,52001,Central,Technology,Phones,263.96,4,0,76.5484,,
First,Class,Consumer,United,States,Los,Angeles,California,90032,West,Technology,Accessories,299.94,6,0,,
First,Class,Consumer,United,States,Los,Angeles,California,90032,West,Office,Supplies,Supplies,25.76,7,,
First,Class,Consumer,United,States,Lowell,Massachusetts,1852,East,Technology,Phones,271.9,2,0,78.851,,
First,Class,Consumer,United,States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,45.84,3,0,15.5856,,
First,Class,Consumer,United,States,Lowell,Massachusetts,1852,East,Furniture,Furnishings,9.82,2,0,3.2406,,
Standard,Class,Consumer,United,States,Marysville,Washington,98270,West,Office,Supplies,Fasteners,93.36,12,0,,
Standard,Class,Consumer,United,States,Oklahoma,City,Oklahoma,73120,Central,Office,Supplies,Storage,541.24,4,,
Standard,Class,Consumer,United,States,Oklahoma,City,Oklahoma,73120,Central,Office,Supplies,Paper,106.32,3,,
Standard,Class,Consumer,United,States,Oklahoma,City,Oklahoma,73120,Central,Furniture,Chairs,1323.9,5,0,,
Second,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Paper,126.624,6,0.2,,
First,Class,Consumer,United,States,Aurora,Colorado,80013,West,Technology,Phones,125.944,7,0.2,15.743,,
Same,Day,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Binders,207.475,
Same,Day,Consumer,United,States,New,York,City,New,York,10009,East,Technology,Accessories,120,,
Same,Day,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Fasteners,1.4805,
Same,Day,Consumer,United,States,New,York,City,New,York,10009,East,Furniture,Furnishings,18.84,,
First,Class,Home,Office,United,States,Lancaster,Ohio,43130,East,Furniture,Furnishings,60.672,6,0.2,,
First,Class,Home,Office,United,States,Lancaster,Ohio,43130,East,Office,Supplies,Art,30.816,9,,
Second,Class,Corporate,United,States,Modesto,California,95351,West,Technology,Phones,52.792,1,0.2,4.6193,,
First,Class,Consumer,United,States,Saint,Louis,Missouri,63116,Central,Office,Supplies,Appliances,83.9,10,,
First,Class,Consumer,United,States,Saint,Louis,Missouri,63116,Central,Office,Supplies,Paper,11.76,2,,
Standard,Class,Corporate,United,States,Dallas,Texas,75217,Central,Office,Supplies,Appliances,4.992,3,0.8,,
Standard,Class,Corporate,United,States,Dallas,Texas,75217,Central,Office,Supplies,Envelopes,87.92,5,0.2,,
Standard,Class,Corporate,United,States,Dallas,Texas,75217,Central,Furniture,Chairs,657.93,5,0.3,-93.99,,
Standard,Class,Corporate,United,States,Dallas,Texas,75217,Central,Office,Supplies,Binders,1.044,1,0.8,,
Second,Class,Corporate,United,States,New,York,City,New,York,10035,East,Furniture,Furnishings,210.68,,
Second,Class,Corporate,United,States,New,York,City,New,York,10035,East,Office,Supplies,Storage,1.576,
Second,Class,Corporate,United,States,New,York,City,New,York,10035,East,Technology,Accessories,19.99,,
Second,Class,Corporate,United,States,New,York,City,New,York,10035,East,Office,Supplies,Storage,108.1752,
Standard,Class,Consumer,United,States,San,Antonio,Texas,78207,Central,Technology,Accessories,106.08,6,0.2,,
Standard,Class,Consumer,United,States,Amarillo,Texas,79109,Central,Furniture,Furnishings,23.076,3,0.6,-10.9611,,
Standard,Class,Consumer,United,States,Amarillo,Texas,79109,Central,Office,Supplies,Paper,25.92,5,0.2,,
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Office,Supplies,Paper,47.952,3,0.2,,
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Office,Supplies,Binders,0.984,2,0.8,,
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,75.384,9,0.6,-20.7306,,
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Office,Supplies,Labels,4.608,2,0.2,,
First,Class,Consumer,United,States,Lawrence,Massachusetts,1841,East,Office,Supplies,Binders,37.68,6,0,,
Standard,Class,Corporate,United,States,Columbus,Georgia,31907,South,Office,Supplies,Appliances,41.91,3,0,,
Second,Class,Consumer,United,States,Los,Angeles,California,90032,West,Furniture,Bookcases,435.999,3,0.15,,
Second,Class,Corporate,United,States,Seattle,Washington,98115,West,Furniture,Chairs,388.704,6,0.2,38.8704,,
Second,Class,Corporate,United,States,Seattle,Washington,98115,West,Office,Supplies,Storage,572.58,6,0,,
Second,Class,Corporate,United,States,Seattle,Washington,98115,West,Technology,Accessories,33.18,2,0,11.613,,
Standard,Class,Home,Office,United,States,Cambridge,Massachusetts,2138,East,Technology,Accessories,63.88,4,0,,
Standard,Class,Home,Office,United,States,Cambridge,Massachusetts,2138,East,Furniture,Furnishings,26.72,1,0,,
Second,Class,Consumer,United,States,Salt,Lake,City,Utah,84106,West,Office,Supplies,Binders,295.056,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Appliances,129.7725,
Second,Class,Consumer,United,States,Cuyahoga,Falls,Ohio,44221,East,Office,Supplies,Binders,2.214,3,,
Second,Class,Consumer,United,States,Wilmington,North,Carolina,28403,South,Office,Supplies,Paper,16.272,3,,
Standard,Class,Corporate,United,States,New,York,City,New,York,10035,East,Office,Supplies,Appliances,197.9208,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Binders,5.97,5,0.7,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.184,1,0.2,4.7664,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Appliances,41.376,6,0.2,,
Second,Class,Corporate,United,States,New,York,City,New,York,10009,East,Office,Supplies,Art,4.485,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,2.655,1,0.7,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Storage,892.35,5,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Furniture,Bookcases,307.666,2,0.15,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Storage,728.82,9,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Office,Supplies,Binders,41.36,5,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Technology,Phones,43.176,3,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Furniture,Furnishings,4.16,2,0,,
Standard,Class,Corporate,United,States,Long,Beach,New,York,11561,East,Office,Supplies,Paper,61.4,,
Standard,Class,Corporate,United,States,Long,Beach,New,York,11561,East,Office,Supplies,Binders,24.448,,
First,Class,Consumer,United,States,Rochester,New,York,14609,East,Technology,Phones,263.96,4,0,,
First,Class,Consumer,United,States,Rochester,New,York,14609,East,Technology,Phones,359.97,3,0,,
First,Class,Consumer,United,States,Rochester,New,York,14609,East,Office,Supplies,Paper,12.96,2,,
First,Class,Consumer,United,States,Rochester,New,York,14609,East,Office,Supplies,Storage,116.82,3,,
First,Class,Consumer,United,States,Rochester,New,York,14609,East,Office,Supplies,Binders,276.784,2,,
Standard,Class,Corporate,United,States,San,Francisco,California,94109,West,Technology,Accessories,239.97,3,0,,
Standard,Class,Corporate,United,States,San,Francisco,California,94109,West,Furniture,Furnishings,16.02,6,0,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Office,Supplies,Storage,454.56,5,0.2,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,0.6,-187.3815,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,0.3,-26.6352,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Office,Supplies,Art,12.736,4,0.2,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Office,Supplies,Binders,6.47,5,0.8,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Office,Supplies,Binders,13.748,14,0.8,,
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Office,Supplies,Appliances,15.224,2,0.8,,
Standard,Class,Corporate,United,States,East,Point,Georgia,30344,South,Furniture,Furnishings,27.42,3,0,,
Standard,Class,Corporate,United,States,East,Point,Georgia,30344,South,Office,Supplies,Binders,165.98,1,,
Standard,Class,Corporate,United,States,East,Point,Georgia,30344,South,Technology,Accessories,75,3,0,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0.2,46.9952
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Office,Supplies,Labels,146.544,6,0.2,,
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Office,Supplies,Paper,131.904,3,0.2,,
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Office,Supplies,Appliances,203.88,5,0.2,,
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Office,Supplies,Binders,14.301,7,0.7,,
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Office,Supplies,Storage,718.64,10,0.2,,
Standard,Class,Home,Office,United,States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.1,5,0,,
Standard,Class,Consumer,United,States,Wilmington,North,Carolina,28403,South,Office,Supplies,Appliances,28.08,3,,
Second,Class,Corporate,United,States,Yuma,Arizona,85364,West,Office,Supplies,Art,10.496,4,0.2,,
Standard,Class,Consumer,United,States,San,Bernardino,California,92404,West,Office,Supplies,Binders,39.92,2,,
First,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Office,Supplies,Appliances,77.58,9,0,,
Standard,Class,Home,Office,United,States,Seattle,Washington,98103,West,Office,Supplies,Storage,269.36,7,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Labels,5.76,2,,
Second,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Office,Supplies,0,32.97
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Furnishings,23.88,3,0,10.5072,,
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Office,Supplies,Paper,26.2,4,0,,
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Office,Supplies,Paper,12.96,2,0,,
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0,32.893,,
Standard,Class,Consumer,United,States,Albuquerque,New,Mexico,87105,West,Office,Supplies,Storage,118.25,5,,
Standard,Class,Consumer,United,States,Albuquerque,New,Mexico,87105,West,Office,Supplies,Paper,4.28,1,,
First,Class,Home,Office,United,States,Los,Angeles,California,90045,West,Technology,Accessories,26.85,3,,
First,Class,Home,Office,United,States,Los,Angeles,California,90045,West,Technology,Machines,3357.6,3,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90045,West,Office,Supplies,Labels,8.26,2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90045,West,Office,Supplies,Storage,104.79,7,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90045,West,Technology,Phones,775.728,6,0.2,,
First,Class,Home,Office,United,States,Houston,Texas,77041,Central,Furniture,Bookcases,89.0664,1,0.32,,
First,Class,Home,Office,United,States,Houston,Texas,77041,Central,Office,Supplies,Art,175.44,6,,
First,Class,Home,Office,United,States,Houston,Texas,77041,Central,Technology,Phones,438.336,4,0.2,,
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.5048,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Envelopes,55.584,6,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.386,2,0.3,-25.4772,,
Second,Class,Consumer,United,States,San,Angelo,Texas,76903,Central,Furniture,Chairs,248.43,5,0.3,,
Second,Class,Consumer,United,States,San,Angelo,Texas,76903,Central,Office,Supplies,Appliances,11.648,4,,
Second,Class,Consumer,United,States,San,Angelo,Texas,76903,Central,Furniture,Chairs,85.246,2,0.3,,
Second,Class,Corporate,United,States,Pasadena,Texas,77506,Central,Office,Supplies,Art,20.64,5,0.2,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90049,West,Furniture,Furnishings,148.02,3,0,,
Same,Day,Corporate,United,States,Garden,City,Kansas,67846,Central,Office,Supplies,Storage,33.29,1,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90045,West,Office,Supplies,Paper,204.95,5,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,0.3,-75.192,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Furniture,Furnishings,41.96,2,0,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Furniture,Chairs,451.152,3,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Binders,31.504,11,,
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Envelopes,30.672,3,0.2,,
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.9972,,
Standard,Class,Consumer,United,States,Modesto,California,95351,West,Furniture,Chairs,161.568,2,0.2,-28.2744,,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Office,Supplies,Binders,2.934,3,0.8,,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Technology,Accessories,18.528,2,0.2,4.4004,,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Office,Supplies,Storage,670.752,3,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.96,5,0.6,-43.848,,
First,Class,Corporate,United,States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0,15.0984,,
First,Class,Corporate,United,States,Riverside,California,92503,West,Office,Supplies,Paper,11.96,2,0,,
First,Class,Corporate,United,States,Riverside,California,92503,West,Office,Supplies,Art,13.12,4,0,,
First,Class,Corporate,United,States,Riverside,California,92503,West,Office,Supplies,Storage,535.41,3,0,,
Standard,Class,Corporate,United,States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90008,West,Office,Supplies,Paper,36.84,3,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90008,West,Office,Supplies,Labels,87.71,7,,
Standard,Class,Corporate,United,States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Furniture,Furnishings,21.4776,
Standard,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Art,11.264,8,,
Standard,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Storage,284.08,10,,
Standard,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Paper,18.496,4,,
Standard,Class,Consumer,United,States,San,Diego,California,92037,West,Office,Supplies,Labels,14.73,3,,
Standard,Class,Consumer,United,States,San,Diego,California,92037,West,Office,Supplies,Storage,186.54,3,,
Standard,Class,Consumer,United,States,San,Diego,California,92037,West,Furniture,Tables,557.728,4,0.2,,
Standard,Class,Consumer,United,States,San,Diego,California,92037,West,Technology,Phones,159.968,4,0.2,,
Standard,Class,Consumer,United,States,Lawton,Oklahoma,73505,Central,Office,Supplies,Appliances,471.9,6,0,,
Standard,Class,Consumer,United,States,Lawton,Oklahoma,73505,Central,Office,Supplies,Art,3.52,2,0,,
Standard,Class,Consumer,United,States,Salem,Virginia,24153,South,Office,Supplies,Paper,49.12,4,0,,
Standard,Class,Home,Office,United,States,Santa,Ana,California,92704,West,Office,Supplies,Labels,20.16,,
First,Class,Corporate,United,States,Rapid,City,South,Dakota,57701,Central,Office,Supplies,Binders,10.68,,
First,Class,Corporate,United,States,Rapid,City,South,Dakota,57701,Central,Furniture,Bookcases,141.96,2,,
First,Class,Consumer,United,States,Seattle,Washington,98115,West,Office,Supplies,Storage,32.48,2,0,,
First,Class,Consumer,United,States,Seattle,Washington,98115,West,Office,Supplies,Paper,20.04,3,0,,
First,Class,Consumer,United,States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0,6719.9808,,
Standard,Class,Consumer,United,States,Middletown,Connecticut,6457,East,Technology,Accessories,238,2,0,38.08,,
Standard,Class,Consumer,United,States,Middletown,Connecticut,6457,East,Office,Supplies,Paper,61.96,2,0,,
Standard,Class,Consumer,United,States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.9372,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Technology,Accessories,595,5,0,,
Standard,Class,Corporate,United,States,Odessa,Texas,79762,Central,Office,Supplies,Paper,16.032,3,0.2,,
Standard,Class,Home,Office,United,States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0,,
Standard,Class,Consumer,United,States,Belleville,New,Jersey,7109,East,Furniture,Chairs,227.96,2,0,,
Second,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Appliances,76.3152,
Second,Class,Consumer,United,States,New,York,City,New,York,10035,East,Technology,Phones,307.98,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Furniture,Furnishings,96.96,6,0,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Binders,117.488,7,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Office,Supplies,Binders,11.952,3,,
Standard,Class,Consumer,United,States,San,Diego,California,92105,West,Furniture,Bookcases,512.499,3,0.15,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Furniture,Tables,863.128,7,0.2,,
Standard,Class,Home,Office,United,States,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0,,
Standard,Class,Home,Office,United,States,Seattle,Washington,98105,West,Furniture,Chairs,449.568,2,0.2,,
Standard,Class,Home,Office,United,States,Seattle,Washington,98105,West,Technology,Accessories,108.96,3,0,,
Standard,Class,Consumer,United,States,Jackson,Mississippi,39212,South,Office,Supplies,Art,264.18,7,0,,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Office,Supplies,Labels,2.88,,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Office,Supplies,Binders,41.904,,
Standard,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Office,Supplies,Storage,23.92,,
Standard,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Paper,156.512,4,0.2,,
First,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Office,Supplies,0,37.2186
First,Class,Consumer,United,States,Los,Angeles,California,90008,West,Technology,Accessories,474.95,5,0,,
Standard,Class,Consumer,United,States,Des,Moines,Washington,98198,West,Technology,Copiers,999.98,2,0,,
Standard,Class,Consumer,United,States,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,0.5,-188.7,,
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032,,
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,0.4,-24.0435,,
Standard,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,,
Standard,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933,,
Standard,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Paper,63.312,3,0.2,,
Second,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Envelopes,7.824,1,0.2,,
Second,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,0.3,-12.148,,
Standard,Class,Corporate,United,States,New,York,City,New,York,10024,East,Office,Supplies,Paper,29.5254,
Second,Class,Consumer,United,States,Rockville,Maryland,20852,East,Office,Supplies,Paper,19.44,3,0,,
Second,Class,Consumer,United,States,Rockville,Maryland,20852,East,Office,Supplies,Binders,7.38,1,0,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Paper,18.6624,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Furniture,Furnishings,187.76,,
First,Class,Consumer,United,States,Durham,North,Carolina,27707,South,Office,Supplies,Binders,6.048,7,,
First,Class,Consumer,United,States,Durham,North,Carolina,27707,South,Office,Supplies,Appliances,98.352,3,,
First,Class,Consumer,United,States,Durham,North,Carolina,27707,South,Furniture,Furnishings,335.744,2,0.2,,
Second,Class,Corporate,United,States,Santa,Barbara,California,93101,West,Office,Supplies,Paper,8.96,2,,
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Technology,Accessories,89.568,4,0.2,-1.1196,,
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Art,71.96,5,0.2,,
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Paper,15.552,3,0.2,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Office,Supplies,Binders,10.43,5,0.8,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Office,Supplies,Storage,72.784,1,0.2,,
Same,Day,Corporate,United,States,New,York,City,New,York,10024,East,Office,Supplies,Storage,16.7875,
Same,Day,Corporate,United,States,New,York,City,New,York,10024,East,Technology,Phones,549.98,,
Same,Day,Corporate,United,States,New,York,City,New,York,10024,East,Furniture,Furnishings,11.82,,
Same,Day,Corporate,United,States,New,York,City,New,York,10024,East,Technology,Machines,4643.8,,
Same,Day,Corporate,United,States,New,York,City,New,York,10024,East,Furniture,Chairs,577.764,,
Standard,Class,Consumer,United,States,Daytona,Beach,Florida,32114,South,Furniture,Tables,191.5155,1,0.45,,
Standard,Class,Consumer,United,States,Daytona,Beach,Florida,32114,South,Office,Supplies,Art,2.624,1,,
Standard,Class,Consumer,United,States,Nashville,Tennessee,37211,South,Office,Supplies,Binders,1369.764,6,0.7,,
